Survived,Pclass,SibSp,Parch,Has_Cabin,Age_capped,Fare_log,Sex_encoded,Embarked_Q,Embarked_S,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T
0,3,5,2,0,14,3.8691155044168695,0,0,1,0,0,0,0,0,0,0
0,2,1,1,0,54,3.6888794541139363,0,0,1,0,0,0,0,0,0,0
0,2,1,2,0,25,3.7513658711253766,0,0,0,0,0,0,0,0,0,0
0,3,4,1,0,14,3.705920919968788,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,19,2.4133032309283076,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,18,2.174274334826008,0,0,1,0,0,0,0,0,0,0
1,1,0,1,1,15,5.35817698994543,1,0,1,1,0,0,0,0,0,0
1,1,1,0,1,31,4.060443010546419,0,0,1,1,0,0,0,0,0,0
1,3,0,1,0,4,2.668387256845834,1,0,0,0,0,0,0,0,0,0
1,3,0,0,0,28,4.05171190165724,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,25,2.1071782966514356,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,54,3.3160025355989236,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,52,2.6741486494265287,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,44,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,28,2.167143305297764,1,1,0,0,0,0,0,0,0,0
0,1,1,1,1,49,4.717456363787216,0,0,0,0,1,0,0,0,0,0
0,3,0,0,1,42,2.157559320943788,0,0,1,0,0,0,0,1,0,0
1,1,1,0,1,18,5.4316456135398825,1,0,0,0,1,0,0,0,0,0
1,1,0,0,1,35,3.3064287218760624,0,0,1,0,0,0,1,0,0,0
0,3,0,1,0,18,2.737880811060884,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0,25,2.1681046787623672,0,1,0,0,0,0,0,0,0,0
0,3,1,0,0,26,2.180891922715322,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,39,3.295836866004329,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,45,2.6741486494265287,1,0,1,0,0,0,0,0,0,0
1,1,0,0,1,42,3.3064287218760624,0,0,1,0,0,0,1,0,0,0
1,1,0,0,0,22,5.027492411162679,1,0,1,0,0,0,0,0,0,0
1,3,1,1,0,28,2.7878344138303452,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,24,3.922056501139853,1,0,0,0,1,0,0,0,0,0
0,1,0,0,1,28,3.3160025355989236,0,0,1,0,1,0,0,0,0,0
1,1,1,0,1,48,3.970291913552122,0,0,1,0,1,0,0,0,0,0
0,3,0,0,0,29,2.3497835148230464,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,52,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,3,0,0,1,19,2.157559320943788,0,0,1,0,0,0,0,1,0,0
1,1,0,0,1,38,5.4316456135398825,1,0,0,0,1,0,0,0,0,0
1,2,0,0,1,27,2.4423470353692043,1,0,1,0,0,0,1,0,0,0
0,3,0,0,0,28,2.803360380906535,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0,33,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
1,2,0,1,0,6,3.5263605246161616,1,0,1,0,0,0,0,0,0,0
0,3,1,0,0,17,2.086193694502369,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,34,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,50,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
1,1,1,0,1,27,3.9908341858524357,0,0,1,0,0,0,1,0,0,0
0,3,0,0,0,20,2.2682524139135403,0,0,1,0,0,0,0,0,0,0
1,2,3,0,0,30,3.091042453358316,1,0,1,0,0,0,0,0,0,0
1,3,0,0,0,28,2.1676241075599285,1,1,0,0,0,0,0,0,0,0
0,2,1,0,0,25,3.295836866004329,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,25,2.188856327665703,1,0,1,0,0,0,0,0,0,0
1,1,0,0,1,29,5.35817698994543,1,0,1,1,0,0,0,0,0,0
0,3,0,0,0,11,2.9850504252071306,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,28,0.0,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,23,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,23,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.8390784635086144,0,0,1,0,0,0,0,0,0,0
0,3,1,3,0,48,3.5660053559634015,1,0,1,0,0,0,0,0,0,0
1,1,0,0,1,35,6.240917354759096,0,0,0,1,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,28,3.4339872044851463,0,0,1,0,0,1,0,0,0,0
0,1,1,0,1,36,4.380149874661021,0,0,1,0,1,0,0,0,0,0
1,1,2,2,1,21,5.5735788721243535,1,0,0,1,0,0,0,0,0,0
0,3,1,0,0,24,2.8390784635086144,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,31,2.188856327665703,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,54,4.276666119016055,0,0,1,1,0,0,0,0,0,0
0,3,1,1,0,16,3.056356895370426,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,30,2.6390573296152584,1,0,1,0,0,0,0,0,0,0
0,1,1,0,1,19,3.9908341858524357,0,0,1,0,0,1,0,0,0,0
0,3,0,0,0,31,2.169053700369523,0,1,0,0,0,0,0,0,0,0
1,2,1,1,0,4,3.1780538303479458,1,0,1,0,0,0,0,0,0,0
1,3,0,1,1,6,2.600836116795061,0,0,1,0,0,0,1,0,0,0
0,3,0,0,0,33,2.3513752571634776,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,23,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,2,1,2,0,48,4.189654742026425,1,0,1,0,0,0,0,0,0,0
1,2,1,1,0,2,2.740840023925201,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.174274334826008,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,18,2.5257286443082556,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,34,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,33,4.471638793363569,1,0,1,1,0,0,0,0,0,0
0,3,0,0,0,28,2.740840023925201,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,41,2.094945728215801,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,20,2.1076888046179385,0,0,0,0,0,0,0,0,0,0
1,1,1,2,1,36,4.795790545596741,1,0,1,1,0,0,0,0,0,0
0,3,0,0,0,16,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
1,1,1,0,1,51,4.368919865004903,1,0,1,0,0,1,0,0,0,0
0,1,0,0,0,28,3.703768066607687,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,30,2.169053700369523,1,1,0,0,0,0,0,0,0,0
0,3,1,0,0,28,3.224857896545748,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0,32,2.236712348843338,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,24,2.3513752571634776,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,48,2.180891922715322,0,0,1,0,0,0,0,0,0,0
0,2,0,0,1,54,2.4423470353692043,1,0,1,0,0,0,1,0,0,0
0,3,0,0,0,28,2.1071782966514356,0,0,0,0,0,0,0,0,0,0
1,2,1,3,0,54,3.1780538303479458,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,18,2.169053700369523,0,0,1,0,0,0,0,0,0,0
0,3,0,0,1,28,2.169053700369523,0,1,0,0,0,0,0,1,0,0
1,3,0,0,0,5,2.600836116795061,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1676241075599285,0,1,0,0,0,0,0,0,0,0
1,1,0,1,1,43,5.35817698994543,1,0,1,1,0,0,0,0,0,0
1,3,0,0,0,13,2.1076888046179385,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,17,4.060443010546419,1,0,1,1,0,0,0,0,0,0
0,1,0,0,1,29,3.4339872044851463,0,0,1,0,0,1,0,0,0,0
0,3,1,2,0,28,3.196630215920881,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,25,2.0856720914304723,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,25,2.1102132003465894,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,18,2.139571923732859,1,0,1,0,0,0,0,0,0,0
0,3,4,1,0,8,3.405355391810819,0,1,0,0,0,0,0,0,0,0
1,3,1,2,0,2,3.0715352369694915,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,46,4.384523514872469,0,0,0,1,0,0,0,0,0,0
0,3,0,0,0,28,2.169053700369523,0,1,0,0,0,0,0,0,0,0
0,2,0,0,0,16,3.295836866004329,0,0,1,0,0,0,0,0,0,0
0,3,8,2,0,28,4.256321678298823,1,0,1,0,0,0,0,0,0,0
0,1,0,0,0,28,3.4561841799918147,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,25,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,39,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,49,3.2932111997353943,1,0,1,0,0,1,0,0,0,0
1,3,0,0,0,31,2.270402752283094,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,30,2.1076888046179385,0,0,0,0,0,0,0,0,0,0
0,3,1,1,0,30,3.224857896545748,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,34,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
1,2,1,1,0,31,3.305053521109253,1,0,1,0,0,0,0,0,0,0
1,1,1,2,1,11,4.795790545596741,0,0,1,1,0,0,0,0,0,0
1,3,0,1,0,2,2.2530481500547457,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,27,2.076311648670908,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,31,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,39,0.0,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,18,2.1719067693519296,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,39,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
1,1,1,0,1,33,3.9908341858524357,1,0,1,0,0,0,1,0,0,0
0,3,0,0,0,26,2.184645795129359,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,39,3.224857896545748,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,35,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
0,3,4,2,0,6,3.4742929367327062,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,30,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,28,0.0,0,0,1,1,0,0,0,0,0,0
0,3,0,0,0,23,2.188856327665703,1,0,1,0,0,0,0,0,0,0
0,2,1,1,0,31,3.637696679934592,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,43,2.0082140323914683,0,0,1,0,0,0,0,0,0,0
0,3,3,2,0,10,3.3638415951183864,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,52,4.548599834499697,1,0,1,1,0,0,0,0,0,0
1,3,0,0,0,27,2.2682524139135403,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,38,0.0,0,0,1,0,0,0,0,0,0,0
1,3,0,1,1,27,2.600836116795061,1,0,1,0,0,0,1,0,0,0
0,3,4,1,0,2,3.705920919968788,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.0731719286662407,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0,28,4.05171190165724,0,0,1,0,0,0,0,0,0,0
1,2,0,2,0,2,3.637696679934592,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,28,2.169053700369523,0,1,0,0,0,0,0,0,0,0
1,1,0,0,1,54,4.394449154672439,1,0,1,1,0,0,0,0,0,0
1,3,1,0,0,15,2.737880811060884,1,0,0,0,0,0,0,0,0,0
1,2,1,1,0,2,2.9831534913471307,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1076888046179385,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,23,2.180891922715322,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,18,2.2300144001592104,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,39,4.432699549165613,1,0,0,0,0,0,1,0,0,0
0,3,0,0,0,21,2.2682524139135403,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,32,4.05171190165724,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,28,3.4242626545931514,0,0,0,0,1,0,0,0,0,0
0,3,0,0,0,20,2.188856327665703,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,16,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,30,3.4657359027997265,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0,34,2.006534770871748,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,17,2.2682524139135403,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,42,2.145931282948669,0,0,1,0,0,0,0,0,0,0
0,3,8,2,0,28,4.256321678298823,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,35,2.1855792552411137,0,0,0,0,0,0,0,0,0,0
0,2,0,1,0,28,3.5263605246161616,0,0,1,0,0,0,0,0,0,0
1,1,1,0,1,28,4.500966778400217,1,0,0,0,1,0,0,0,0,0
0,3,4,2,0,4,3.4742929367327062,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,54,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
0,3,1,1,0,9,2.7878344138303452,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,16,3.6988297849671046,1,0,1,0,0,1,0,0,0,0
0,2,1,0,0,44,3.295836866004329,1,0,1,0,0,0,0,0,0,0
1,3,0,1,0,18,2.336986519711378,1,0,1,0,0,0,0,0,0,0
1,1,1,1,0,45,5.11118445372147,1,0,1,0,0,0,0,0,0,0
1,1,0,0,1,51,3.3160025355989236,0,0,1,0,0,0,1,0,0,0
1,3,0,3,0,24,3.0085645861193133,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1076888046179385,0,0,0,0,0,0,0,0,0,0
0,3,2,0,0,41,2.7152442616824506,0,0,1,0,0,0,0,0,0,0
0,2,1,0,0,21,2.5257286443082556,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,48,3.2932111997353943,1,0,1,0,0,1,0,0,0,0
0,3,8,2,0,28,4.256321678298823,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,24,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,42,2.6390573296152584,1,0,1,0,0,0,0,0,0,0
1,2,1,0,0,27,2.698558631668595,1,0,0,0,0,0,0,0,0,0
0,1,0,0,1,31,3.941500250945973,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.3513752571634776,0,0,1,0,0,0,0,0,0,0
1,3,1,1,0,4,2.495953738718064,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,26,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,47,3.9806942251907276,1,0,1,0,0,1,0,0,0,0
0,1,0,0,1,33,1.791759469228055,0,0,1,1,0,0,0,0,0,0
0,3,0,0,0,47,2.302585092994046,0,0,1,0,0,0,0,0,0,0
1,2,1,0,0,28,3.2188758248682006,1,0,0,0,0,0,0,0,0,0
1,3,0,0,0,15,2.1071782966514356,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0,20,2.3837779082709782,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,19,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,1,0,1,1,54,4.432699549165613,1,0,0,0,1,0,0,0,0,0
1,2,0,1,0,25,3.295836866004329,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,33,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,22,2.4437981558973862,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,28,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,25,2.0856720914304723,0,0,1,0,0,0,0,0,0,0
0,3,0,5,0,39,3.405355391810819,1,1,0,0,0,0,0,0,0,0
0,2,0,0,0,27,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,19,3.4339872044851463,1,0,1,1,0,0,0,0,0,0
0,3,1,2,0,28,3.196630215920881,1,0,1,0,0,0,0,0,0,0
1,1,0,0,1,26,3.4339872044851463,0,0,0,0,1,0,0,0,0,0
0,3,0,0,0,32,2.169053700369523,0,1,0,0,0,0,0,0,0,0
